Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
indapamide + perindopril arginine,,COVERSYL PLUS TABLET 5mg/1.25mg,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
indium in 111 chloride + pentetreotide,,OCTREOSCAN FOR INJECTION,0,1,HSA_COMBO_ONLY,missing components in FDA: pentetreotide,HSA has exact combo; FDA exact combo absent; missing components in FDA: pentetreotide
influenza virus a croatia rv like strain + influenza virus a victoria pdm like strain + influenza virus b austria like strain + influenza virus b phuket like strain,,"FLUARIX TETRA SUSPENSION FOR INJECTION | INFLUVAC TETRA, SUSPENSION FOR INJECTION IN PRE-FILLED SYRINGE 0.5 ML | VAXIGRIPTETRA SUSPENSION FOR INJECTION IN PREFILLED SYRINGE",0,3,HSA_COMBO_ONLY,"missing components in FDA: influenza virus a croatia rv like strain, influenza virus a victoria pdm like strain, influenza virus b austria like strain, influenza virus b phuket like strain","HSA has exact combo; FDA exact combo absent; missing components in FDA: influenza virus a croatia rv like strain, influenza virus a victoria pdm like strain, influenza virus b austria like strain, influenza virus b phuket like strain"
influenza virus a thailand like strain + influenza virus a victoria pdm like strain + influenza virus b austria like strain,,"INFLUVAC, suspension for injection 0.5ml",0,1,HSA_COMBO_ONLY,"missing components in FDA: influenza virus a thailand like strain, influenza virus a victoria pdm like strain, influenza virus b austria like strain","HSA has exact combo; FDA exact combo absent; missing components in FDA: influenza virus a thailand like strain, influenza virus a victoria pdm like strain, influenza virus b austria like strain"
kaolin + magnesium carbonate + sodium bicarbonate,,KAOMIX ORAL MIXTURE,0,1,HSA_COMBO_ONLY,missing components in FDA: kaolin,HSA has exact combo; FDA exact combo absent; missing components in FDA: kaolin
kaolin + pectin,,AXCEL KAOPEC SUSPENSION | BEAKOPECTIN SUSPENSION,0,2,HSA_COMBO_ONLY,"missing components in FDA: kaolin, pectin","HSA has exact combo; FDA exact combo absent; missing components in FDA: kaolin, pectin"
l adrenaline + lidocaine,,ECOCAIN INJECTION 2%,0,1,HSA_COMBO_ONLY,missing components in FDA: l adrenaline,HSA has exact combo; FDA exact combo absent; missing components in FDA: l adrenaline
l arginine + l lysine,,LYSAKARE SOLUTION FOR INFUSION 25G / 25G,0,1,HSA_COMBO_ONLY,"missing components in FDA: l arginine, l lysine","HSA has exact combo; FDA exact combo absent; missing components in FDA: l arginine, l lysine"
lactic acid + salicylic acid,,DUOFILM COLLODION | SATO UONOME SOLUTION,0,2,HSA_COMBO_ONLY,missing components in FDA: salicylic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: salicylic acid
latanoprost + timolol,,LATA-T LATANOPROST & TIMOLOL EYE DROPS 0.005% & 0.5% w/v | LATACHIMO COMBINATION OPHTHALMIC SOLUTION “NITTO” | LATACOM EYE DROPS | LATOCHEK-T STERILE EYE DROPS | XALACOM EYE DROPS,0,5,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
lidocaine + phenylephrine,,CO-PHENYLCAINE FORTE SPRAY,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
lidocaine + triamcinolone,,ORACORT E DENTAL PASTE,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
live attenuated measles virus + live attenuated mumps virus + live attenuated rubella virus wistar ra 27 3 strain + live attenuated varicella virus,,Priorix-Tetra,0,1,HSA_COMBO_ONLY,"missing components in FDA: live attenuated measles virus, live attenuated mumps virus, live attenuated rubella virus wistar ra 27 3 strain, live attenuated varicella virus","HSA has exact combo; FDA exact combo absent; missing components in FDA: live attenuated measles virus, live attenuated mumps virus, live attenuated rubella virus wistar ra 27 3 strain, live attenuated varicella virus"
magnesium carbonate + magnesium trisilicate + sodium bicarbonate,,MAGTASIL ANTACID MIXTURE,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
magnesium carbonate + sodium bicarbonate,,AROMAG ANTACID MIXTURE,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
measles virus + mumps virus + rubella virus + varicella virus,,ProQuad Refrigerator Stable Formulation,0,1,HSA_COMBO_ONLY,"missing components in FDA: measles virus, mumps virus, rubella virus, varicella virus","HSA has exact combo; FDA exact combo absent; missing components in FDA: measles virus, mumps virus, rubella virus, varicella virus"
measles virus + mumps virus + rubella virus ra 27 3 strain live attenuated,,PRIORIX VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: measles virus, mumps virus, rubella virus ra 27 3 strain live attenuated","HSA has exact combo; FDA exact combo absent; missing components in FDA: measles virus, mumps virus, rubella virus ra 27 3 strain live attenuated"
measles virus + mumps virus + rubella virus wistar ra 27 3 strain live,,M-M-R II VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: measles virus, mumps virus, rubella virus wistar ra 27 3 strain live","HSA has exact combo; FDA exact combo absent; missing components in FDA: measles virus, mumps virus, rubella virus wistar ra 27 3 strain live"
medium chain triglycerides + purified fish oil + refined olive oil + soybean oil,,SMOFlipid 20%,0,1,HSA_COMBO_ONLY,"missing components in FDA: purified fish oil, refined olive oil","HSA has exact combo; FDA exact combo absent; missing components in FDA: purified fish oil, refined olive oil"
mefenamic acid + orphenadrine,,ORCIGESIC CAPSULE | ORCIGESIC TABLETS,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
meningococcal group a oligosaccharide conjugated crm protein + meningococcal group c oligosaccharide conjugated crm protein + meningococcal group w oligosaccharide conjugated crm protein + meningococcal group y oligosaccharide conjugated crm protein,,Menveo Powder and Solution for Solution for Injection,0,1,HSA_COMBO_ONLY,"missing components in FDA: meningococcal group a oligosaccharide conjugated crm protein, meningococcal group c oligosaccharide conjugated crm protein, meningococcal group w oligosaccharide conjugated crm protein, meningococcal group y oligosaccharide conjugated crm protein","HSA has exact combo; FDA exact combo absent; missing components in FDA: meningococcal group a oligosaccharide conjugated crm protein, meningococcal group c oligosaccharide conjugated crm protein, meningococcal group w oligosaccharide conjugated crm protein, meningococcal group y oligosaccharide conjugated crm protein"
meningococcal polysaccharide serogroup a + meningococcal polysaccharide serogroup c + meningococcal polysaccharide serogroup w + meningococcal polysaccharide serogroup y + tetanus toxoid filtered concentrate,,MENQUADFI SOLUTION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: meningococcal polysaccharide serogroup a, meningococcal polysaccharide serogroup c, meningococcal polysaccharide serogroup w, meningococcal polysaccharide serogroup y, tetanus toxoid filtered concentrate","HSA has exact combo; FDA exact combo absent; missing components in FDA: meningococcal polysaccharide serogroup a, meningococcal polysaccharide serogroup c, meningococcal polysaccharide serogroup w, meningococcal polysaccharide serogroup y, tetanus toxoid filtered concentrate"
metformin + vildagliptin,,Galvus Met Tablet 50mg/1000mg | Galvus Met Tablet 50mg/500mg | Galvus Met Tablet 50mg/850mg,0,3,HSA_COMBO_ONLY,missing components in FDA: vildagliptin,HSA has exact combo; FDA exact combo absent; missing components in FDA: vildagliptin
methyl salicylate + salicylic acid,,ROBINSON RINGWORM AND WHITESPOT LOTION,0,1,HSA_COMBO_ONLY,missing components in FDA: salicylic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: salicylic acid
metronidazole + miconazole,,NEO-PENOTRAN PESSARY,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
metronidazole + nystatin,,FLAGYSTATIN VAGINAL OVULE,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
neisseria meningitidis group a polysaccharide + neisseria meningitidis group c polysaccharide + neisseria meningitidis group w polysaccharide + neisseria meningitidis group y polysaccharide + tetanus toxoid carrier protein,,NIMENRIX POWDER AND SOLVENT FOR SOLUTION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: neisseria meningitidis group a polysaccharide, neisseria meningitidis group c polysaccharide, neisseria meningitidis group w polysaccharide, neisseria meningitidis group y polysaccharide, tetanus toxoid carrier protein","HSA has exact combo; FDA exact combo absent; missing components in FDA: neisseria meningitidis group a polysaccharide, neisseria meningitidis group c polysaccharide, neisseria meningitidis group w polysaccharide, neisseria meningitidis group y polysaccharide, tetanus toxoid carrier protein"
neisseria meningitidis serogroup b lp subfamily a protein + neisseria meningitidis serogroup b lp subfamily protein,,TRUMENBA SUSPENSION FOR INJECTION IN SINGLE-DOSE PRE-FILLED SYRINGE 0.5ML,0,1,HSA_COMBO_ONLY,"missing components in FDA: neisseria meningitidis serogroup b lp subfamily a protein, neisseria meningitidis serogroup b lp subfamily protein","HSA has exact combo; FDA exact combo absent; missing components in FDA: neisseria meningitidis serogroup b lp subfamily a protein, neisseria meningitidis serogroup b lp subfamily protein"
neomycin + nystatin + polymyxin b,,POLYGYNAX VAGINAL CAPSULE,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
omega acid triglycerides + soya bean oil refined + triglycerides medium chain,,Lipidem 200mg/ml Emulsion for Infusion,0,1,HSA_COMBO_ONLY,"missing components in FDA: omega acid triglycerides, soya bean oil refined, triglycerides medium chain","HSA has exact combo; FDA exact combo absent; missing components in FDA: omega acid triglycerides, soya bean oil refined, triglycerides medium chain"
orphenadrine + paracetamol,,ANAREX TABLETS | CAMGESIC TABLET | CETAGESIC TABLET | HORGESIC TABLET 35MG/450MG | NORGESIC TABLET | NORPHEN TABLET | ORPHENADOL TABLET | SUNITON TABLETS,0,8,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
pamabrom + paracetamol,,PANADOL MENSTRUAL CAPLET,0,1,HSA_COMBO_ONLY,missing components in FDA: pamabrom,HSA has exact combo; FDA exact combo absent; missing components in FDA: pamabrom
paracetamol + phenylephrine,,DECOLGEN NON DROWSE CAPLETS | Panadol Cold Relief PE Caplet | Panadol Sinus MAX Caplet 500mg/5mg,0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
paracetamol + pseudoephedrine,,PANADOL COLD RELIEF PSE CAPLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
pertuzumab + trastuzumab,,PHESGO SOLUTION FOR SUBCUTANEOUS INJECTION 1200 MG/600 MG / 15 ML | PHESGO SOLUTION FOR SUBCUTANEOUS INJECTION 600 MG/600 MG / 10 ML,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
pneumococcal polysaccharide serotype 18c conjugated crm + pneumococcal polysaccharide serotype 19a conjugated crm + pneumococcal polysaccharide serotype 19f conjugated crm + pneumococcal polysaccharide serotype 22f conjugated crm + pneumococcal polysaccharide serotype 23f conjugated crm + pneumococcal polysaccharide serotype 33f conjugated crm + pneumococcal polysaccharide serotype 6a conjugated crm + pneumococcal polysaccharide serotype 6b conjugated crm + pneumococcal polysaccharide serotype 7f conjugated crm + pneumococcal polysaccharide serotype 9v conjugated crm + pneumococcal polysaccharide serotype conjugated crm,,VAXNEUVANCE® Suspension for Injection,0,1,HSA_COMBO_ONLY,"missing components in FDA: pneumococcal polysaccharide serotype 18c conjugated crm, pneumococcal polysaccharide serotype 19a conjugated crm, pneumococcal polysaccharide serotype 19f conjugated crm, pneumococcal polysaccharide serotype 22f conjugated crm, pneumococcal polysaccharide serotype 23f conjugated crm, pneumococcal polysaccharide serotype 33f conjugated crm, pneumococcal polysaccharide serotype 6a conjugated crm, pneumococcal polysaccharide serotype 6b conjugated crm, pneumococcal polysaccharide serotype 7f conjugated crm, pneumococcal polysaccharide serotype 9v conjugated crm, pneumococcal polysaccharide serotype conjugated crm","HSA has exact combo; FDA exact combo absent; missing components in FDA: pneumococcal polysaccharide serotype 18c conjugated crm, pneumococcal polysaccharide serotype 19a conjugated crm, pneumococcal polysaccharide serotype 19f conjugated crm, pneumococcal polysaccharide serotype 22f conjugated crm, pneumococcal polysaccharide serotype 23f conjugated crm, pneumococcal polysaccharide serotype 33f conjugated crm, pneumococcal polysaccharide serotype 6a conjugated crm, pneumococcal polysaccharide serotype 6b conjugated crm, pneumococcal polysaccharide serotype 7f conjugated crm, pneumococcal polysaccharide serotype 9v conjugated crm, pneumococcal polysaccharide serotype conjugated crm"
poly o 2 hydroxyethyl starch + sodium chloride,,VOLUVEN SOLUTION FOR INFUSION 6%,0,1,HSA_COMBO_ONLY,missing components in FDA: poly o 2 hydroxyethyl starch,HSA has exact combo; FDA exact combo absent; missing components in FDA: poly o 2 hydroxyethyl starch
protamine crystallised insulin aspart + soluble insulin aspart,,NOVOMIX 30 FLEXPEN INJECTION 100 u/ml,0,1,HSA_COMBO_ONLY,"missing components in FDA: protamine crystallised insulin aspart, soluble insulin aspart","HSA has exact combo; FDA exact combo absent; missing components in FDA: protamine crystallised insulin aspart, soluble insulin aspart"
purified diphtheria toxoid + purified tetanus toxoid,,"IMOVAX d.T., SUSPENSION FOR INJECTION IN 0.5 mL PRE-FILLED SYRINGE",0,1,HSA_COMBO_ONLY,"missing components in FDA: purified diphtheria toxoid, purified tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: purified diphtheria toxoid, purified tetanus toxoid"
resorcinol + salicylic acid,,WILISAN RINGWORM COMPOUND LOTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: resorcinol, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: resorcinol, salicylic acid"
rsv subgroup a stabilized prefusion f protein + rsv subgroup b stabilized prefusion f protein,,ABRYSVO POWDER AND SOLVENT FOR SOLUTION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: rsv subgroup a stabilized prefusion f protein, rsv subgroup b stabilized prefusion f protein","HSA has exact combo; FDA exact combo absent; missing components in FDA: rsv subgroup a stabilized prefusion f protein, rsv subgroup b stabilized prefusion f protein"
sodium chloride + sodium citrate,,REGIOCIT SOLUTION FOR HAEMOFILTRATION,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
sodium chloride + succinylated gelatin,,GELOFUSINE INFUSION,0,1,HSA_COMBO_ONLY,missing components in FDA: succinylated gelatin,HSA has exact combo; FDA exact combo absent; missing components in FDA: succinylated gelatin
sodium molybdate o 99m + sodium pertechnetate tc 99m,,TEKCIS RADIONUCLIDE GENERATOR 2-50 GBQ | UltraTechneKow FM Generator,0,2,HSA_COMBO_ONLY,missing components in FDA: sodium molybdate o 99m,HSA has exact combo; FDA exact combo absent; missing components in FDA: sodium molybdate o 99m
soya bean oil refined + triglycerides medium chain,,LIPOFUNDIN MCT/LCT INFUSION 20%,0,1,HSA_COMBO_ONLY,"missing components in FDA: soya bean oil refined, triglycerides medium chain","HSA has exact combo; FDA exact combo absent; missing components in FDA: soya bean oil refined, triglycerides medium chain"
